"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"Dic 2011","3,025.49","2,996.74","3,052.77","2,891.45","-","0.89%"
"Nov 2011","2,998.71","2,996.82","3,069.66","2,785.58","-","-0.36%"
"Oct 2011","3,009.53","2,711.06","3,103.47","2,574.68","-","10.94%"
"Sep 2011","2,712.72","2,925.30","2,948.54","2,674.84","-","-7.24%"
"Ago 2011","2,924.32","3,114.93","3,134.45","2,639.30","-","-5.60%"
"Jul 2011","3,097.86","3,161.69","3,248.76","3,073.32","-","-1.98%"
"Jun 2011","3,160.45","3,211.53","3,211.53","3,006.85","-","-1.74%"
"May 2011","3,216.52","3,260.27","3,271.23","3,133.57","-","-1.15%"
"Abr 2011","3,253.89","3,168.46","3,256.16","3,087.87","-","3.03%"
"Mar 2011","3,158.29","3,161.58","3,170.94","2,972.09","-","0.07%"
"Feb 2011","3,155.95","3,064.99","3,196.54","3,064.99","-","3.29%"
"Ene 2011","3,055.50","2,999.93","3,094.33","2,994.86","-","2.37%"
"Dic 2010","2,984.85","2,816.93","2,996.01","2,816.93","-","6.64%"
"Nov 2010","2,799.07","2,804.42","2,902.85","2,777.17","-","0.04%"
