"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"Ago 2008","115.46","124.06","128.60","111.34","5.46M","-6.95%"
"Jul 2008","124.08","140.18","147.27","120.42","5.83M","-11.37%"
"Jun 2008","140.00","127.63","143.67","121.61","6.23M","9.93%"
"May 2008","127.35","114.60","135.09","110.30","6.80M","12.24%"
"Abr 2008","113.46","101.57","119.93","99.55","5.63M","11.70%"
"Mar 2008","101.58","101.63","111.80","98.65","5.99M","-0.26%"
"Feb 2008","101.84","91.36","103.05","86.24","5.14M","11.00%"
"Ene 2008","91.75","96.05","100.09","86.11","5.46M","-4.41%"
"Dic 2007","95.98","88.79","97.92","85.82","4.25M","8.20%"
"Nov 2007","88.71","95.15","99.29","88.45","6.16M","-6.16%"
"Oct 2007","94.53","81.75","95.28","78.35","6.02M","15.76%"
"Sep 2007","81.66","73.90","83.90","73.48","4.78M","10.29%"
"Ago 2007","74.04","77.94","78.77","68.63","4.98M","-5.33%"
"Jul 2007","78.21","70.52","78.28","69.57","4.25M","10.65%"
"Jun 2007","70.68","64.23","71.06","63.80","4.42M","10.42%"
"May 2007","64.01","65.66","66.38","60.68","4.71M","-2.59%"
"Abr 2007","65.71","66.03","66.70","61.34","4.11M","-0.24%"
"Mar 2007","65.87","61.82","68.09","56.10","4.75M","6.60%"
"Feb 2007","61.79","57.89","62.25","56.62","4.78M","6.28%"
"Ene 2007","58.14","60.95","60.97","49.90","4.94M","-4.77%"
"Dic 2006","61.05","62.85","64.15","59.90","3.22M","-3.29%"
"Nov 2006","63.13","58.60","63.77","54.86","3.70M","7.49%"
"Oct 2006","58.73","62.80","63.32","56.55","3.33M","-6.64%"
"Sep 2006","62.91","70.29","70.66","59.52","2.40M","-10.46%"
"Ago 2006","70.26","74.40","77.45","68.65","2.05M","-5.56%"
"Jul 2006","74.40","73.95","78.40","71.65","1.82M","0.64%"
"Jun 2006","73.93","71.26","74.15","68.10","2.28M","3.70%"
"May 2006","71.29","71.70","74.99","67.42","2.46M","-0.82%"
"Abr 2006","71.88","66.25","75.35","65.60","2.07M","7.88%"
"Mar 2006","66.63","61.58","67.30","59.25","2.30M","8.50%"
"Feb 2006","61.41","67.80","69.00","57.55","2.26M","-9.58%"
"Ene 2006","67.92","61.04","69.20","60.81","2.15M","11.27%"
"Dic 2005","61.04","57.40","61.90","56.90","1.84M","6.49%"
"Nov 2005","57.32","59.76","62.15","55.40","1.90M","-4.08%"
"Oct 2005","59.76","66.20","66.62","59.15","1.93M","-9.78%"
"Sep 2005","66.24","68.75","69.66","62.55","2.17M","-3.92%"
"Ago 2005","68.94","60.51","70.85","60.51","2.43M","13.82%"
"Jul 2005","60.57","56.56","62.10","56.10","1.97M","7.20%"
"Jun 2005","56.50","51.95","60.95","51.93","2.18M","8.72%"
"May 2005","51.97","49.28","53.10","46.20","2.06M","4.53%"
"Abr 2005","49.72","55.25","58.28","49.50","2.10M","-10.25%"
"Mar 2005","55.40","51.77","57.60","50.65","2.12M","7.05%"
"Feb 2005","51.75","48.21","52.28","44.60","1.59M","7.37%"
"Ene 2005","48.20","43.10","49.75","41.25","1.84M","10.93%"
"Dic 2004","43.45","49.07","49.12","40.25","1.85M","-11.56%"
"Nov 2004","49.13","51.82","52.50","45.25","1.81M","-5.08%"
"Oct 2004","51.76","49.64","55.67","49.20","2.08M","4.27%"
"Sep 2004","49.64","42.11","50.47","42.11","2.04M","17.85%"
"Ago 2004","42.12","43.69","49.40","41.30","2.23M","-3.84%"
"Jul 2004","43.80","37.05","43.85","36.69","1.75M","18.22%"
"Jun 2004","37.05","40.40","42.45","35.52","1.95M","-7.10%"
"May 2004","39.88","37.39","41.85","37.25","1.89M","6.69%"
"Abr 2004","37.38","35.82","38.30","33.30","1.97M","4.53%"
"Mar 2004","35.76","36.16","38.50","34.75","2.00M","-1.11%"
"Feb 2004","36.16","33.20","36.23","32.20","1.64M","9.41%"
"Ene 2004","33.05","32.40","36.37","32.27","1.83M","1.63%"
"Dic 2003","32.52","30.26","33.93","29.66","1.55M","6.94%"
"Nov 2003","30.41","29.13","33.55","28.47","1.57M","4.47%"
"Oct 2003","29.11","29.15","32.60","28.26","1.73M","-0.31%"
"Sep 2003","29.20","31.28","31.40","26.65","1.65M","-7.51%"
"Ago 2003","31.57","30.58","32.85","30.10","1.66M","3.37%"
"Jul 2003","30.54","30.12","32.10","29.17","1.53M","1.16%"
"Jun 2003","30.19","29.49","32.50","28.53","1.53M","2.13%"
"May 2003","29.56","25.95","29.65","25.42","1.63M","14.57%"
"Abr 2003","25.80","31.16","31.32","25.04","1.48M","-16.88%"
"Mar 2003","31.04","36.45","38.20","26.30","1.58M","-15.19%"
"Feb 2003","36.60","33.33","39.99","32.55","1.71M","9.22%"
"Ene 2003","33.51","31.60","35.20","29.75","1.89M","7.40%"
"Dic 2002","31.20","26.90","33.65","26.57","1.63M","16.03%"
"Nov 2002","26.89","27.20","27.56","24.82","1.56M","-1.21%"
"Oct 2002","27.22","30.45","31.18","26.53","1.87M","-10.61%"
"Sep 2002","30.45","29.00","31.39","27.62","1.48M","5.07%"
"Ago 2002","28.98","27.00","30.32","26.00","1.77M","7.25%"
"Jul 2002","27.02","26.89","28.10","25.73","1.59M","0.60%"
"Jun 2002","26.86","25.26","27.05","23.80","1.52M","6.12%"
"May 2002","25.31","27.25","29.54","24.40","1.88M","-7.26%"
"Abr 2002","27.29","26.46","28.35","23.31","1.80M","3.72%"
"Mar 2002","26.31","21.80","26.38","21.62","1.57M","21.02%"
"Feb 2002","21.74","19.47","21.85","19.09","1.46M","11.60%"
"Ene 2002","19.48","19.90","22.00","17.85","1.53M","-1.81%"
"Dic 2001","19.84","19.40","21.50","17.80","1.20M","2.06%"
"Nov 2001","19.44","21.26","22.62","16.70","1.54M","-8.22%"
"Oct 2001","21.18","23.50","23.98","20.80","1.36M","-9.60%"
"Sep 2001","23.43","27.17","29.98","20.30","1.20M","-13.86%"
"Ago 2001","27.20","26.35","28.42","26.28","1.48M","3.23%"
"Jul 2001","26.35","26.31","28.29","24.54","1.39M","0.38%"
"Jun 2001","26.25","28.48","29.63","25.10","1.50M","-7.47%"
"May 2001","28.37","28.43","30.20","27.05","1.29M","-0.32%"
"Abr 2001","28.46","26.35","29.04","25.49","1.26M","8.25%"
"Mar 2001","26.29","27.41","29.15","25.70","1.47M","-4.02%"
"Feb 2001","27.39","28.70","31.87","27.36","1.34M","-4.43%"
"Ene 2001","28.66","26.90","32.70","26.65","1.37M","6.94%"
"Dic 2000","26.80","33.76","34.15","25.58","1.22M","-20.76%"
"Nov 2000","33.82","32.69","35.84","32.10","1.29M","3.43%"
"Oct 2000","32.70","30.97","37.00","30.19","1.42M","6.03%"
"Sep 2000","30.84","33.00","37.80","30.20","1.59M","-6.88%"
"Ago 2000","33.12","27.36","33.70","27.26","1.44M","20.74%"
"Jul 2000","27.43","31.15","32.35","27.35","1.30M","-15.60%"
"Jun 2000","32.50","29.00","33.40","28.87","1.48M","12.03%"
"May 2000","29.01","25.55","30.82","25.52","1.30M","12.70%"
"Abr 2000","25.74","26.85","27.50","23.70","1.13M","-4.31%"
"Mar 2000","26.90","30.49","34.37","26.05","1.48M","-11.60%"
"Feb 2000","30.43","27.60","30.83","27.41","1.33M","10.09%"
"Ene 2000","27.64","25.20","29.95","24.02","1.45M","7.97%"
"Dic 1999","25.60","24.63","27.02","24.10","1.13M","4.11%"
"Nov 1999","24.59","22.00","27.15","21.77","1.48M","13.06%"
"Oct 1999","21.75","24.45","24.85","20.55","1.51M","-11.26%"
"Sep 1999","24.51","22.11","25.12","21.42","1.38M","10.85%"
"Ago 1999","22.11","20.40","22.28","20.10","1.39M","7.70%"
"Jul 1999","20.53","19.35","21.12","19.15","1.42M","6.43%"
"Jun 1999","19.29","16.80","19.37","16.21","1.41M","14.55%"
"May 1999","16.84","18.50","19.05","16.63","1.32M","-9.75%"
"Abr 1999","18.66","16.68","18.83","15.61","1.42M","11.34%"
"Mar 1999","16.76","12.35","17.05","12.18","1.59M","36.59%"
"Feb 1999","12.27","12.79","12.90","11.26","1.06M","-3.76%"
"Ene 1999","12.75","12.15","13.75","11.72","1.11M","5.81%"
"Dic 1998","12.05","11.28","12.62","10.35","1.15M","7.40%"
"Nov 1998","11.22","14.73","14.81","10.82","1.08M","-22.19%"
"Oct 1998","14.42","16.15","16.36","13.07","1.23M","-10.66%"
"Sep 1998","16.14","13.27","16.20","13.14","1.20M","20.99%"
"Ago 1998","13.34","14.23","14.25","12.56","1.03M","-6.12%"
"Jul 1998","14.21","14.30","15.00","13.25","1.04M","0.21%"
"Jun 1998","14.18","15.20","15.57","11.40","1.26M","-6.71%"
"May 1998","15.20","15.51","16.30","12.50","1.16M","-1.23%"
"Abr 1998","15.39","15.60","16.20","14.95","1.04M","-1.41%"
"Mar 1998","15.61","15.50","17.50","12.80","1.23M","1.10%"
"Feb 1998","15.44","17.16","17.20","15.20","910.04K","-10.28%"
"Ene 1998","17.21","17.68","18.06","15.70","1.11M","-2.44%"
"Dic 1997","17.64","19.07","19.07","17.50","724.20K","-7.89%"
"Nov 1997","19.15","21.30","21.55","18.96","677.35K","-9.16%"
"Oct 1997","21.08","21.16","23.15","20.15","1.16M","-0.47%"
"Sep 1997","21.18","19.60","21.48","19.23","979.74K","8.01%"
"Ago 1997","19.61","20.15","20.94","19.14","977.55K","-2.63%"
"Jul 1997","20.14","19.82","20.50","18.88","1.01M","1.72%"
"Jun 1997","19.80","20.64","21.17","18.35","895.24K","-5.17%"
"May 1997","20.88","20.08","22.40","19.44","926.38K","3.32%"
"Abr 1997","20.21","20.41","20.65","18.96","932.45K","-0.98%"
"Mar 1997","20.41","20.29","22.65","19.86","881.44K","0.54%"
"Feb 1997","20.30","24.09","24.43","20.25","851.58K","-15.94%"
"Ene 1997","24.15","25.88","26.74","23.63","900.07K","-6.83%"
"Dic 1996","25.92","23.90","26.80","23.15","704.20K","9.14%"
"Nov 1996","23.75","23.20","24.95","22.47","758.15K","1.71%"
"Oct 1996","23.35","24.10","26.10","23.10","889.84K","-4.22%"
"Sep 1996","24.38","23.40","25.35","22.85","738.66K","9.57%"
"Ago 1996","22.25","20.40","23.35","20.25","780.55K","8.96%"
"Jul 1996","20.42","20.95","22.55","19.98","693.94K","-2.39%"
"Jun 1996","20.92","19.76","22.20","19.46","711.27K","5.87%"
"May 1996","19.76","20.90","22.90","19.62","928.03K","-6.79%"
"Abr 1996","21.20","21.38","25.70","21.16","884.47K","-1.26%"
"Mar 1996","21.47","19.55","25.60","18.78","864.22K","9.88%"
"Feb 1996","19.54","17.72","23.00","17.43","745.19K","10.15%"
"Ene 1996","17.74","19.52","20.52","17.08","832.82K","-9.26%"
"Dic 1995","19.55","18.18","19.82","18.18","634.04K","7.54%"
"Nov 1995","18.18","17.65","18.85","17.48","703.07K","3.06%"
"Oct 1995","17.64","17.53","17.75","16.81","774.10K","0.57%"
"Sep 1995","17.54","17.90","19.08","17.11","841.22K","-1.68%"
"Ago 1995","17.84","17.56","18.66","17.31","766.88K","1.59%"
"Jul 1995","17.56","17.11","17.72","16.60","786.29K","0.92%"
"Jun 1995","17.40","18.87","19.32","17.20","828.77K","-7.89%"
"May 1995","18.89","20.49","20.80","18.45","1.00M","-7.31%"
"Abr 1995","20.38","19.12","20.82","18.90","760.45K","6.31%"
"Mar 1995","19.17","18.52","19.35","17.82","950.55K","3.68%"
"Feb 1995","18.49","18.38","18.98","18.13","653.68K","0.54%"
"Ene 1995","18.39","17.65","18.85","17.27","791.63K","3.55%"
"Dic 1994","17.76","18.07","18.12","16.42","693.56K","-1.61%"
"Nov 1994","18.05","18.18","19.19","17.24","832.29K","-0.77%"
"Oct 1994","18.19","18.39","18.70","16.80","808.37K","-1.09%"
"Sep 1994","18.39","17.53","18.42","16.53","744.79K","4.73%"
"Ago 1994","17.56","20.25","20.98","16.75","1.02M","-13.50%"
"Jul 1994","20.30","19.33","20.74","19.05","889.34K","4.80%"
"Jun 1994","19.37","18.32","20.95","17.58","935.54K","5.79%"
"May 1994","18.31","16.81","19.00","16.75","1.05M","8.34%"
"Abr 1994","16.90","14.75","17.28","14.65","976.35K","14.27%"
"Mar 1994","14.79","14.48","15.50","13.90","871.39K","2.14%"
"Feb 1994","14.48","15.20","16.34","13.88","791.77K","-4.67%"
"Ene 1994","15.19","14.10","15.70","14.11","858.56K","7.20%"
"Dic 1993","14.17","15.48","15.54","13.75","882.63K","-8.17%"
"Nov 1993","15.43","16.90","17.71","15.10","1.12M","-8.81%"
"Oct 1993","16.92","18.72","19.09","16.85","876.12K","-9.95%"
"Sep 1993","18.79","18.05","18.95","16.36","1.11M","2.73%"
"Ago 1993","18.29","17.55","19.05","17.20","972.80K","2.29%"
"Jul 1993","17.88","18.85","18.85","16.75","943.32K","-5.15%"
"Jun 1993","18.85","19.97","20.27","18.20","774.04K","-5.84%"
"May 1993","20.02","20.50","20.66","18.95","638.24K","-2.48%"
"Abr 1993","20.53","20.45","20.75","19.78","608.71K","0.44%"
"Mar 1993","20.44","20.43","21.14","19.45","706.26K","-0.78%"
"Feb 1993","20.60","20.40","20.75","19.19","652.35K","1.68%"
"Ene 1993","20.26","19.43","20.75","18.15","840.99K","3.90%"
"Dic 1992","19.50","19.80","20.08","18.65","678.58K","-1.96%"
"Nov 1992","19.89","20.72","20.87","19.85","567.48K","-3.54%"
"Oct 1992","20.62","21.76","22.46","20.43","790.17K","-5.02%"
"Sep 1992","21.71","21.40","22.40","21.39","632.95K","1.07%"
"Ago 1992","21.48","21.78","21.83","20.85","697.71K","-1.78%"
"Jul 1992","21.87","21.77","22.17","21.12","730.17K","1.25%"
"Jun 1992","21.60","22.14","22.95","21.56","761.27K","-2.31%"
"May 1992","22.11","20.90","22.21","20.05","761.07K","6.04%"
"Abr 1992","20.85","19.67","20.92","19.58","809.70K","7.25%"
"Mar 1992","19.44","18.56","19.49","18.27","649.23K","4.07%"
"Feb 1992","18.68","18.95","20.08","18.05","572.34K","-1.16%"
"Ene 1992","18.90","19.10","19.78","17.72","819.63K","-1.15%"
"Dic 1991","19.12","21.35","21.44","18.30","814.15K","-10.99%"
"Nov 1991","21.48","23.52","24.03","20.99","902.67K","-8.09%"
"Oct 1991","23.37","22.13","24.18","22.05","880.79K","5.13%"
"Sep 1991","22.23","22.13","22.45","21.25","710.82K","-0.13%"
"Ago 1991","22.26","21.62","23.10","21.06","707.27K","2.68%"
"Jul 1991","21.68","20.47","22.25","20.45","763.70K","5.45%"
"Jun 1991","20.56","21.18","21.27","19.60","590.62K","-2.70%"
"May 1991","21.13","20.86","22.11","20.61","788.72K","0.81%"
"Abr 1991","20.96","19.55","21.95","19.18","820.32K","6.78%"
"Mar 1991","19.63","19.05","20.87","18.55","677.57K","2.45%"
"Feb 1991","19.16","21.87","23.05","17.45","635.38K","-11.05%"
"Ene 1991","21.54","28.07","32.75","18.00","712.18K","-24.26%"
"Dic 1990","28.44","29.27","30.90","25.23","597.82K","-1.42%"
"Nov 1990","28.85","35.30","35.85","28.50","885.34K","-18.11%"
"Oct 1990","35.23","38.45","41.15","27.90","1.34M","-10.83%"
"Sep 1990","39.51","28.27","40.10","28.20","838.57K","44.62%"
"Ago 1990","27.32","20.87","32.35","20.78","1.26M","32.04%"
"Jul 1990","20.69","17.00","20.92","16.05","844.59K","21.21%"
"Jun 1990","17.07","17.52","17.94","15.06","800.09K","-1.90%"
"May 1990","17.40","18.46","19.75","17.32","779.67K","-6.15%"
"Abr 1990","18.54","20.20","20.55","16.25","611.10K","-8.58%"
"Mar 1990","20.28","21.73","21.77","19.07","568.36K","-5.85%"
"Feb 1990","21.54","22.61","23.06","21.40","609.14K","-5.03%"
"Ene 1990","22.68","21.81","24.20","21.25","803.21K","3.94%"
"Dic 1989","21.82","19.88","22.95","19.82","601.89K","9.70%"
"Nov 1989","19.89","19.92","20.38","19.16","568.22K","-0.25%"
"Oct 1989","19.94","20.19","20.98","19.32","544.59K","-0.94%"
"Sep 1989","20.13","18.78","20.14","18.75","565.56K","6.90%"
"Ago 1989","18.83","18.44","19.17","17.78","528.89K","2.84%"
"Jul 1989","18.31","20.57","21.07","17.87","610.81K","-9.67%"
"Jun 1989","20.27","19.88","21.30","19.02","700.57K","1.86%"
"May 1989","19.90","20.40","21.31","19.22","747.91K","-2.55%"
"Abr 1989","20.42","20.47","25.30","19.58","691.08K","1.14%"
"Mar 1989","20.19","18.28","21.48","18.12","758.82K","11.24%"
"Feb 1989","18.15","16.96","18.93","16.91","497.87K","6.58%"
"Ene 1989","17.03","17.17","19.75","16.95","618.15K","-1.22%"
"Dic 1988","17.24","15.53","18.20","15.26","502.08K","12.53%"
"Nov 1988","15.32","13.39","15.80","12.94","620.22K","12.81%"
"Oct 1988","13.58","13.09","15.50","12.28","486.83K","1.57%"
"Sep 1988","13.37","15.12","15.46","13.25","573.45K","-11.92%"
"Ago 1988","15.18","16.23","16.25","14.95","432.92K","-6.93%"
"Jul 1988","16.31","15.35","16.43","14.42","469.33K","7.59%"
"Jun 1988","15.16","17.63","17.72","15.08","439.77K","-13.42%"
"May 1988","17.51","17.26","17.80","17.08","369.77K","-2.67%"
"Abr 1988","17.99","17.05","18.92","16.64","476.87K","5.33%"
"Mar 1988","17.08","15.78","17.21","15.27","508.05K","6.68%"
"Feb 1988","16.01","16.84","17.68","15.70","443.09K","-5.49%"
"Ene 1988","16.94","16.91","17.95","15.95","526.73K","1.44%"
"Dic 1987","16.70","18.47","19.05","14.90","510.71K","-9.78%"
"Nov 1987","18.51","19.80","19.83","18.05","415.35K","-7.26%"
"Oct 1987","19.96","19.59","20.55","19.35","412.19K","1.89%"
"Sep 1987","19.59","19.60","19.93","18.72","418.85K","-0.71%"
"Ago 1987","19.73","22.58","22.67","18.15","567.37K","-7.67%"
"Jul 1987","21.37","20.24","22.76","20.21","460.07K","5.32%"
"Jun 1987","20.29","19.36","20.95","19.31","421.98K","4.70%"
